order.date,order.id,order.line,state,quantity,price,extended_price,category_1,category_2,frame_material,bikeshop.name
2012-09-25,594,6,OK,8,3200,25600,Mountain,Over Mountain,Carbon,Oklahoma City Race Equipment
2012-09-25,594,7,OK,1,3200,3200,Mountain,Trail,Aluminum,Oklahoma City Race Equipment
2012-09-25,594,8,OK,1,1750,1750,Road,Cyclocross,Carbon,Oklahoma City Race Equipment
2012-09-25,594,9,OK,1,1410,1410,Road,Elite Road,Aluminum,Oklahoma City Race Equipment
2012-09-25,594,10,OK,1,1950,1950,Road,Elite Road,Aluminum,Oklahoma City Race Equipment
2012-09-25,594,11,OK,1,2240,2240,Road,Elite Road,Carbon,Oklahoma City Race Equipment
2012-09-25,595,1,NY,1,1950,1950,Road,Triathalon,Carbon,New York Cycles
2012-09-25,595,2,NY,1,1080,1080,Mountain,Sport,Aluminum,New York Cycles
2012-09-25,595,3,NY,1,4480,4480,Mountain,Trail,Carbon,New York Cycles
2012-09-25,595,4,NY,1,2770,2770,Mountain,Trail,Aluminum,New York Cycles
2012-09-25,595,5,NY,2,3200,6400,Road,Elite Road,Aluminum,New York Cycles
2012-09-25,595,6,NY,1,2240,2240,Road,Elite Road,Carbon,New York Cycles
2012-09-25,595,7,NY,1,7460,7460,Mountain,Cross Country Race,Carbon,New York Cycles
2012-09-25,595,8,NY,1,2660,2660,Road,Elite Road,Aluminum,New York Cycles
2012-09-25,595,9,NY,1,3200,3200,Road,Elite Road,Carbon,New York Cycles
2012-09-25,595,10,NY,1,2660,2660,Road,Endurance Road,Carbon,New York Cycles
2012-09-25,595,11,NY,1,870,870,Road,Endurance Road,Aluminum,New York Cycles
2012-09-25,595,12,NY,1,1680,1680,Road,Elite Road,Aluminum,New York Cycles
2012-09-25,595,13,NY,2,1410,2820,Road,Elite Road,Aluminum,New York Cycles
2012-09-25,595,14,NY,1,1520,1520,Mountain,Sport,Aluminum,New York Cycles
2012-09-25,595,15,NY,5,2060,10300,Mountain,Cross Country Race,Aluminum,New York Cycles
2012-09-25,595,16,NY,1,6390,6390,Mountain,Cross Country Race,Carbon,New York Cycles
2012-09-25,595,17,NY,2,815,1630,Road,Elite Road,Aluminum,New York Cycles
2012-09-25,595,18,NY,1,2130,2130,Road,Endurance Road,Aluminum,New York Cycles
2012-09-25,595,19,NY,1,4500,4500,Road,Triathalon,Carbon,New York Cycles
2012-09-25,595,20,NY,1,2240,2240,Road,Elite Road,Aluminum,New York Cycles
2012-09-25,595,21,NY,2,11190,22380,Mountain,Cross Country Race,Carbon,New York Cycles
2012-09-25,595,22,NY,1,2130,2130,Mountain,Trail,Aluminum,New York Cycles
2012-09-25,595,23,NY,1,9060,9060,Mountain,Cross Country Race,Carbon,New York Cycles
2012-09-25,595,24,NY,1,4260,4260,Mountain,Cross Country Race,Carbon,New York Cycles
2012-09-25,595,25,NY,1,5330,5330,Road,Elite Road,Carbon,New York Cycles
2012-09-25,595,26,NY,1,9590,9590,Road,Endurance Road,Carbon,New York Cycles
2012-09-26,596,1,KS,1,3200,3200,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2012-09-26,596,2,KS,1,1350,1350,Mountain,Sport,Aluminum,Kansas City 29ers
2012-09-26,596,3,KS,1,5970,5970,Mountain,Over Mountain,Carbon,Kansas City 29ers
2012-09-26,596,4,KS,1,3730,3730,Mountain,Over Mountain,Carbon,Kansas City 29ers
2012-09-26,596,5,KS,1,4480,4480,Mountain,Trail,Carbon,Kansas City 29ers
2012-09-26,596,6,KS,2,2340,4680,Mountain,Trail,Aluminum,Kansas City 29ers
2012-09-26,596,7,KS,1,1950,1950,Road,Elite Road,Aluminum,Kansas City 29ers
2012-09-26,596,8,KS,1,2660,2660,Road,Elite Road,Carbon,Kansas City 29ers
2012-09-26,596,9,KS,1,2060,2060,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2012-09-26,596,10,KS,1,2130,2130,Mountain,Trail,Aluminum,Kansas City 29ers
2012-09-26,596,11,KS,1,480,480,Mountain,Sport,Aluminum,Kansas City 29ers
2012-09-26,596,12,KS,1,1840,1840,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2012-09-26,596,13,KS,1,3730,3730,Mountain,Trail,Carbon,Kansas City 29ers
2012-09-26,596,14,KS,1,415,415,Mountain,Sport,Aluminum,Kansas City 29ers
2012-09-26,596,15,KS,1,2660,2660,Mountain,Trail,Aluminum,Kansas City 29ers
2012-09-26,596,16,KS,1,1080,1080,Mountain,Sport,Aluminum,Kansas City 29ers
2012-09-26,596,17,KS,1,1840,1840,Road,Endurance Road,Carbon,Kansas City 29ers
2012-09-26,596,18,KS,1,4500,4500,Road,Triathalon,Carbon,Kansas City 29ers
2012-09-26,596,19,KS,1,2660,2660,Road,Elite Road,Aluminum,Kansas City 29ers
2012-09-26,596,20,KS,1,2130,2130,Mountain,Fat Bike,Aluminum,Kansas City 29ers
2012-09-26,596,21,KS,1,3200,3200,Mountain,Trail,Aluminum,Kansas City 29ers
2012-09-26,596,22,KS,1,9060,9060,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-09-26,596,23,KS,1,2240,2240,Road,Elite Road,Aluminum,Kansas City 29ers
2012-09-26,597,1,NY,1,815,815,Mountain,Sport,Aluminum,Ithaca Mountain Climbers
2012-09-26,597,2,NY,1,9060,9060,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers
2012-09-26,597,3,NY,2,3500,7000,Road,Cyclocross,Carbon,Ithaca Mountain Climbers
2012-09-26,597,4,NY,1,5330,5330,Mountain,Trail,Carbon,Ithaca Mountain Climbers
2012-09-26,597,5,NY,1,3200,3200,Mountain,Trail,Aluminum,Ithaca Mountain Climbers
2012-09-26,597,6,NY,3,6390,19170,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers
2012-09-26,597,7,NY,1,2130,2130,Mountain,Fat Bike,Aluminum,Ithaca Mountain Climbers
2012-09-26,597,8,NY,1,3200,3200,Road,Endurance Road,Carbon,Ithaca Mountain Climbers
2012-09-26,597,9,NY,1,7460,7460,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers
2012-09-26,597,10,NY,1,5970,5970,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers
2012-09-26,597,11,NY,1,2770,2770,Mountain,Trail,Aluminum,Ithaca Mountain Climbers
2012-09-26,597,12,NY,1,2340,2340,Mountain,Trail,Aluminum,Ithaca Mountain Climbers
2012-09-26,597,13,NY,1,9060,9060,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers
2012-09-26,598,1,CA,1,10660,10660,Road,Elite Road,Carbon,San Francisco Cruisers
2012-09-26,598,2,CA,1,4260,4260,Mountain,Cross Country Race,Carbon,San Francisco Cruisers
2012-09-26,599,1,NY,1,7460,7460,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers
2012-09-27,600,1,CO,1,1950,1950,Mountain,Trail,Aluminum,Denver Bike Shop
2012-09-28,601,1,KS,1,8200,8200,Mountain,Over Mountain,Carbon,Kansas City 29ers
2012-10-03,602,1,OR,1,815,815,Mountain,Sport,Aluminum,Portland Bi-peds
2012-10-03,602,2,OR,1,1250,1250,Road,Endurance Road,Aluminum,Portland Bi-peds
2012-10-03,602,3,OR,1,1410,1410,Road,Elite Road,Aluminum,Portland Bi-peds
2012-10-03,602,4,OR,5,1620,8100,Mountain,Trail,Aluminum,Portland Bi-peds
2012-10-03,602,5,OR,2,3200,6400,Mountain,Cross Country Race,Aluminum,Portland Bi-peds
2012-10-03,602,6,OR,1,3500,3500,Road,Cyclocross,Carbon,Portland Bi-peds
2012-10-03,603,1,NY,1,2340,2340,Mountain,Cross Country Race,Aluminum,Ithaca Mountain Climbers
2012-10-05,604,1,NY,1,7990,7990,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers
2012-10-08,605,1,CA,1,5860,5860,Road,Elite Road,Aluminum,San Francisco Cruisers
2012-10-08,606,1,CO,1,4480,4480,Mountain,Trail,Carbon,Denver Bike Shop
2012-10-08,606,2,CO,1,1950,1950,Road,Triathalon,Carbon,Denver Bike Shop
2012-10-08,606,3,CO,1,2660,2660,Mountain,Trail,Aluminum,Denver Bike Shop
2012-10-08,606,4,CO,1,3200,3200,Road,Elite Road,Aluminum,Denver Bike Shop
2012-10-08,606,5,CO,1,2340,2340,Mountain,Trail,Aluminum,Denver Bike Shop
2012-10-08,606,6,CO,1,5860,5860,Road,Elite Road,Aluminum,Denver Bike Shop
2012-10-08,606,7,CO,1,2130,2130,Mountain,Fat Bike,Aluminum,Denver Bike Shop
2012-10-08,606,8,CO,1,2450,2450,Road,Cyclocross,Carbon,Denver Bike Shop
2012-10-08,606,9,CO,1,2060,2060,Mountain,Cross Country Race,Aluminum,Denver Bike Shop
2012-10-08,606,10,CO,1,980,980,Mountain,Sport,Aluminum,Denver Bike Shop
2012-10-08,606,11,CO,1,1350,1350,Mountain,Sport,Aluminum,Denver Bike Shop
2012-10-08,606,12,CO,1,3200,3200,Mountain,Over Mountain,Carbon,Denver Bike Shop
2012-10-08,606,13,CO,1,8200,8200,Mountain,Over Mountain,Carbon,Denver Bike Shop
2012-10-08,606,14,CO,1,11190,11190,Mountain,Cross Country Race,Carbon,Denver Bike Shop
2012-10-08,606,15,CO,2,6390,12780,Mountain,Cross Country Race,Carbon,Denver Bike Shop
2012-10-08,606,16,CO,3,1950,5850,Mountain,Trail,Aluminum,Denver Bike Shop
2012-10-08,606,17,CO,1,3200,3200,Road,Triathalon,Carbon,Denver Bike Shop
2012-10-08,606,18,CO,1,1030,1030,Road,Elite Road,Aluminum,Denver Bike Shop
2012-10-08,606,19,CO,1,1250,1250,Road,Endurance Road,Aluminum,Denver Bike Shop
2012-10-08,606,20,CO,2,2770,5540,Mountain,Trail,Aluminum,Denver Bike Shop
2012-10-08,606,21,CO,1,705,705,Mountain,Sport,Aluminum,Denver Bike Shop
2012-10-08,606,22,CO,1,3200,3200,Mountain,Trail,Aluminum,Denver Bike Shop
2012-10-09,607,1,MN,1,2130,2130,Road,Endurance Road,Aluminum,Minneapolis Bike Shop
2012-10-09,607,2,MN,1,11190,11190,Mountain,Cross Country Race,Carbon,Minneapolis Bike Shop
2012-10-09,608,1,AZ,5,815,4075,Road,Elite Road,Aluminum,Phoenix Bi-peds
2012-10-09,608,2,AZ,1,8200,8200,Mountain,Over Mountain,Carbon,Phoenix Bi-peds
2012-10-09,608,3,AZ,2,4500,9000,Road,Triathalon,Carbon,Phoenix Bi-peds
2012-10-09,608,4,AZ,1,480,480,Mountain,Sport,Aluminum,Phoenix Bi-peds
2012-10-09,608,5,AZ,1,2660,2660,Mountain,Trail,Aluminum,Phoenix Bi-peds
2012-10-10,609,1,FL,1,3200,3200,Road,Elite Road,Aluminum,Miami Race Equipment
2012-10-10,609,2,FL,1,1840,1840,Road,Elite Road,Carbon,Miami Race Equipment
2012-10-10,609,3,FL,1,5330,5330,Road,Endurance Road,Carbon,Miami Race Equipment
2012-10-10,609,4,FL,2,1840,3680,Road,Endurance Road,Carbon,Miami Race Equipment
2012-10-10,609,5,FL,1,4480,4480,Mountain,Trail,Carbon,Miami Race Equipment
2012-10-10,609,6,FL,1,2130,2130,Mountain,Fat Bike,Aluminum,Miami Race Equipment
2012-10-10,609,7,FL,2,4500,9000,Road,Triathalon,Carbon,Miami Race Equipment
2012-10-10,610,1,KS,1,2240,2240,Road,Elite Road,Aluminum,Kansas City 29ers
2012-10-11,611,1,KS,1,1840,1840,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2012-10-11,611,2,KS,1,6390,6390,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-10-11,611,3,KS,1,3200,3200,Road,Elite Road,Carbon,Kansas City 29ers
2012-10-11,611,4,KS,1,7990,7990,Mountain,Over Mountain,Carbon,Kansas City 29ers
2012-10-11,611,5,KS,1,2880,2880,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-10-11,611,6,KS,1,1250,1250,Road,Elite Road,Aluminum,Kansas City 29ers
2012-10-11,611,7,KS,1,3200,3200,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2012-10-11,611,8,KS,2,415,830,Mountain,Sport,Aluminum,Kansas City 29ers
2012-10-11,611,9,KS,1,2880,2880,Mountain,Trail,Aluminum,Kansas City 29ers
2012-10-11,611,10,KS,1,2340,2340,Mountain,Trail,Aluminum,Kansas City 29ers
2012-10-11,611,11,KS,1,3200,3200,Mountain,Over Mountain,Carbon,Kansas City 29ers
2012-10-11,611,12,KS,1,2130,2130,Mountain,Fat Bike,Aluminum,Kansas City 29ers
2012-10-11,611,13,KS,1,5330,5330,Mountain,Trail,Carbon,Kansas City 29ers
2012-10-11,611,14,KS,1,3200,3200,Mountain,Over Mountain,Carbon,Kansas City 29ers
2012-10-11,611,15,KS,1,585,585,Mountain,Sport,Aluminum,Kansas City 29ers
2012-10-11,611,16,KS,1,8200,8200,Mountain,Over Mountain,Carbon,Kansas City 29ers
2012-10-11,611,17,KS,1,12790,12790,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-10-12,612,1,OK,1,4260,4260,Road,Elite Road,Carbon,Oklahoma City Race Equipment
2012-10-12,612,2,OK,1,3200,3200,Road,Elite Road,Carbon,Oklahoma City Race Equipment
2012-10-12,613,1,KY,1,415,415,Mountain,Sport,Aluminum,Louisville Race Equipment
2012-10-12,613,2,KY,1,11190,11190,Mountain,Cross Country Race,Carbon,Louisville Race Equipment
2012-10-12,613,3,KY,1,7460,7460,Road,Endurance Road,Carbon,Louisville Race Equipment
2012-10-12,613,4,KY,1,3840,3840,Mountain,Over Mountain,Carbon,Louisville Race Equipment
2012-10-12,613,5,KY,1,5330,5330,Road,Elite Road,Carbon,Louisville Race Equipment
2012-10-15,614,1,KS,1,870,870,Road,Endurance Road,Aluminum,Kansas City 29ers
2012-10-15,614,2,KS,1,2880,2880,Mountain,Trail,Aluminum,Kansas City 29ers
2012-10-15,614,3,KS,1,3200,3200,Road,Triathalon,Carbon,Kansas City 29ers
2012-10-15,614,4,KS,3,815,2445,Mountain,Sport,Aluminum,Kansas City 29ers
2012-10-15,614,5,KS,1,2700,2700,Road,Triathalon,Carbon,Kansas City 29ers
2012-10-15,614,6,KS,1,2660,2660,Road,Elite Road,Aluminum,Kansas City 29ers
2012-10-15,614,7,KS,1,1520,1520,Mountain,Sport,Aluminum,Kansas City 29ers
2012-10-15,614,8,KS,1,1960,1960,Road,Cyclocross,Carbon,Kansas City 29ers
2012-10-15,614,9,KS,1,1950,1950,Mountain,Trail,Aluminum,Kansas City 29ers
2012-10-15,614,10,KS,1,2660,2660,Road,Elite Road,Carbon,Kansas City 29ers
2012-10-15,614,11,KS,1,585,585,Mountain,Sport,Aluminum,Kansas City 29ers
2012-10-15,614,12,KS,1,3200,3200,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2012-10-15,614,13,KS,1,3200,3200,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2012-10-15,614,14,KS,1,1080,1080,Mountain,Sport,Aluminum,Kansas City 29ers
2012-10-15,614,15,KS,1,6070,6070,Mountain,Over Mountain,Carbon,Kansas City 29ers
2012-10-15,614,16,KS,1,4260,4260,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-10-15,614,17,KS,1,5330,5330,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-10-15,614,18,KS,1,9060,9060,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-10-16,615,1,KS,1,2660,2660,Road,Endurance Road,Carbon,Kansas City 29ers
2012-10-16,615,2,KS,1,4480,4480,Mountain,Trail,Carbon,Kansas City 29ers
2012-10-16,615,3,KS,1,480,480,Mountain,Sport,Aluminum,Kansas City 29ers
2012-10-16,615,4,KS,1,1840,1840,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2012-10-16,615,5,KS,1,5330,5330,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-10-16,615,6,KS,1,2240,2240,Road,Elite Road,Aluminum,Kansas City 29ers
2012-10-16,615,7,KS,1,585,585,Mountain,Sport,Aluminum,Kansas City 29ers
2012-10-18,616,1,CO,1,3500,3500,Road,Cyclocross,Carbon,Denver Bike Shop
2012-10-18,616,2,CO,1,2700,2700,Road,Triathalon,Carbon,Denver Bike Shop
2012-10-18,616,3,CO,1,2660,2660,Road,Endurance Road,Carbon,Denver Bike Shop
2012-10-18,617,1,IN,1,3500,3500,Road,Cyclocross,Carbon,Indianapolis Velocipedes
2012-10-19,618,1,OR,1,2130,2130,Mountain,Trail,Aluminum,Portland Bi-peds
2012-10-19,618,2,OR,1,5970,5970,Mountain,Over Mountain,Carbon,Portland Bi-peds
2012-10-22,619,1,AZ,1,2880,2880,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds
2012-10-22,619,2,AZ,1,2130,2130,Mountain,Fat Bike,Aluminum,Phoenix Bi-peds
2012-10-22,619,3,AZ,1,9060,9060,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds
2012-10-22,619,4,AZ,1,1030,1030,Road,Endurance Road,Aluminum,Phoenix Bi-peds
2012-10-22,619,5,AZ,1,585,585,Mountain,Sport,Aluminum,Phoenix Bi-peds
2012-10-22,619,6,AZ,1,1950,1950,Road,Triathalon,Carbon,Phoenix Bi-peds
2012-10-22,619,7,AZ,1,3200,3200,Road,Elite Road,Carbon,Phoenix Bi-peds
2012-10-22,619,8,AZ,1,1950,1950,Road,Elite Road,Aluminum,Phoenix Bi-peds
2012-10-22,619,9,AZ,1,980,980,Mountain,Sport,Aluminum,Phoenix Bi-peds
2012-10-23,620,1,MI,1,1750,1750,Road,Cyclocross,Carbon,Ann Arbor Speed
2012-10-23,620,2,MI,2,1840,3680,Road,Elite Road,Carbon,Ann Arbor Speed
2012-10-23,621,1,LA,1,3200,3200,Mountain,Trail,Aluminum,New Orleans Velocipedes
2012-10-23,621,2,LA,1,2240,2240,Road,Elite Road,Aluminum,New Orleans Velocipedes
2012-10-23,621,3,LA,1,1250,1250,Road,Endurance Road,Aluminum,New Orleans Velocipedes
2012-10-23,621,4,LA,8,2130,17040,Road,Endurance Road,Aluminum,New Orleans Velocipedes
2012-10-23,621,5,LA,2,2060,4120,Mountain,Cross Country Race,Aluminum,New Orleans Velocipedes
2012-10-23,621,6,LA,1,2660,2660,Road,Elite Road,Aluminum,New Orleans Velocipedes
2012-10-23,621,7,LA,1,2700,2700,Road,Triathalon,Carbon,New Orleans Velocipedes
2012-10-23,621,8,LA,1,1570,1570,Road,Endurance Road,Aluminum,New Orleans Velocipedes
2012-10-23,621,9,LA,2,2240,4480,Road,Endurance Road,Carbon,New Orleans Velocipedes
2012-10-23,621,10,LA,1,9060,9060,Mountain,Cross Country Race,Carbon,New Orleans Velocipedes
2012-10-23,621,11,LA,1,1840,1840,Road,Elite Road,Carbon,New Orleans Velocipedes
2012-10-23,621,12,LA,1,1030,1030,Road,Endurance Road,Aluminum,New Orleans Velocipedes
2012-10-23,621,13,LA,1,3200,3200,Road,Elite Road,Aluminum,New Orleans Velocipedes
2012-10-23,621,14,LA,1,12790,12790,Road,Elite Road,Carbon,New Orleans Velocipedes
2012-10-23,622,1,AZ,1,1080,1080,Mountain,Sport,Aluminum,Phoenix Bi-peds
2012-10-23,622,2,AZ,1,2770,2770,Mountain,Trail,Aluminum,Phoenix Bi-peds
2012-10-23,622,3,AZ,2,1950,3900,Road,Elite Road,Aluminum,Phoenix Bi-peds
2012-10-23,622,4,AZ,1,870,870,Road,Endurance Road,Aluminum,Phoenix Bi-peds
2012-10-23,622,5,AZ,1,1960,1960,Road,Cyclocross,Carbon,Phoenix Bi-peds
2012-10-23,622,6,AZ,2,2060,4120,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds
2012-10-23,622,7,AZ,1,2660,2660,Road,Endurance Road,Carbon,Phoenix Bi-peds
2012-10-23,622,8,AZ,1,1030,1030,Road,Elite Road,Aluminum,Phoenix Bi-peds
2012-10-23,622,9,AZ,1,1950,1950,Road,Triathalon,Carbon,Phoenix Bi-peds
2012-10-23,622,10,AZ,1,3200,3200,Road,Elite Road,Aluminum,Phoenix Bi-peds
2012-10-23,622,11,AZ,1,12790,12790,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds
2012-10-23,622,12,AZ,1,2240,2240,Road,Elite Road,Carbon,Phoenix Bi-peds
2012-10-23,623,1,AZ,1,3200,3200,Road,Elite Road,Aluminum,Phoenix Bi-peds
2012-10-24,624,1,TN,1,2060,2060,Mountain,Cross Country Race,Aluminum,Nashville Cruisers
2012-10-24,624,2,TN,1,1950,1950,Road,Elite Road,Aluminum,Nashville Cruisers
2012-10-24,624,3,TN,1,1570,1570,Road,Endurance Road,Aluminum,Nashville Cruisers
2012-10-31,625,1,KS,1,2130,2130,Mountain,Trail,Aluminum,Kansas City 29ers
2012-10-31,625,2,KS,1,6390,6390,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-11-06,626,1,KS,1,2240,2240,Road,Endurance Road,Carbon,Wichita Speed
2012-11-06,626,2,KS,2,9590,19180,Road,Endurance Road,Carbon,Wichita Speed
2012-11-06,626,3,KS,1,2660,2660,Road,Endurance Road,Carbon,Wichita Speed
2012-11-06,626,4,KS,3,4480,13440,Mountain,Trail,Carbon,Wichita Speed
2012-11-06,626,5,KS,1,2240,2240,Road,Elite Road,Carbon,Wichita Speed
2012-11-06,626,6,KS,4,3200,12800,Mountain,Over Mountain,Carbon,Wichita Speed
2012-11-06,626,7,KS,1,3200,3200,Road,Elite Road,Aluminum,Wichita Speed
2012-11-06,626,8,KS,2,7460,14920,Road,Endurance Road,Carbon,Wichita Speed
2012-11-06,626,9,KS,1,1960,1960,Road,Cyclocross,Carbon,Wichita Speed
2012-11-06,626,10,KS,1,3200,3200,Road,Elite Road,Carbon,Wichita Speed
2012-11-06,626,11,KS,1,3200,3200,Mountain,Trail,Aluminum,Wichita Speed
2012-11-06,626,12,KS,1,8200,8200,Mountain,Over Mountain,Carbon,Wichita Speed
2012-11-06,626,13,KS,1,4500,4500,Road,Triathalon,Carbon,Wichita Speed
2012-11-06,626,14,KS,1,5330,5330,Road,Elite Road,Carbon,Wichita Speed
2012-11-06,626,15,KS,1,7990,7990,Road,Elite Road,Carbon,Wichita Speed
2012-11-06,626,16,KS,1,7000,7000,Road,Triathalon,Carbon,Wichita Speed
2012-11-06,626,17,KS,1,5330,5330,Mountain,Trail,Carbon,Wichita Speed
2012-11-06,626,18,KS,1,12790,12790,Road,Elite Road,Carbon,Wichita Speed
2012-11-06,626,19,KS,1,3940,3940,Road,Elite Road,Carbon,Wichita Speed
2012-11-06,626,20,KS,1,6070,6070,Mountain,Over Mountain,Carbon,Wichita Speed
2012-11-06,627,1,NV,1,4260,4260,Road,Elite Road,Aluminum,Las Vegas Cycles
2012-11-06,627,2,NV,2,9590,19180,Road,Endurance Road,Carbon,Las Vegas Cycles
2012-11-06,627,3,NV,1,10660,10660,Road,Elite Road,Carbon,Las Vegas Cycles
2012-11-06,628,1,OR,1,2130,2130,Mountain,Fat Bike,Aluminum,Portland Bi-peds
2012-11-06,628,2,OR,1,3200,3200,Road,Endurance Road,Carbon,Portland Bi-peds
2012-11-06,628,3,OR,3,7990,23970,Mountain,Over Mountain,Carbon,Portland Bi-peds
2012-11-06,628,4,OR,1,10660,10660,Road,Elite Road,Carbon,Portland Bi-peds
2012-11-06,628,5,OR,1,2880,2880,Mountain,Cross Country Race,Carbon,Portland Bi-peds
2012-11-06,628,6,OR,1,1620,1620,Mountain,Trail,Aluminum,Portland Bi-peds
2012-11-06,628,7,OR,1,1950,1950,Road,Elite Road,Aluminum,Portland Bi-peds
2012-11-06,628,8,OR,1,1680,1680,Road,Elite Road,Aluminum,Portland Bi-peds
2012-11-06,628,9,OR,1,2700,2700,Road,Triathalon,Carbon,Portland Bi-peds
2012-11-06,628,10,OR,1,9060,9060,Mountain,Cross Country Race,Carbon,Portland Bi-peds
2012-11-06,628,11,OR,1,2060,2060,Mountain,Cross Country Race,Aluminum,Portland Bi-peds
2012-11-06,628,12,OR,1,1840,1840,Road,Elite Road,Carbon,Portland Bi-peds
2012-11-06,628,13,OR,1,3730,3730,Mountain,Trail,Carbon,Portland Bi-peds
2012-11-06,628,14,OR,3,3200,9600,Road,Triathalon,Carbon,Portland Bi-peds
2012-11-06,628,15,OR,1,705,705,Mountain,Sport,Aluminum,Portland Bi-peds
2012-11-06,628,16,OR,1,11190,11190,Mountain,Cross Country Race,Carbon,Portland Bi-peds
2012-11-08,629,1,PA,2,6390,12780,Mountain,Cross Country Race,Carbon,Pittsburgh Mountain Machines
2012-11-08,629,2,PA,1,9060,9060,Mountain,Cross Country Race,Carbon,Pittsburgh Mountain Machines
2012-11-12,630,1,LA,1,3200,3200,Mountain,Cross Country Race,Aluminum,New Orleans Velocipedes
2012-11-12,631,1,KS,2,1840,3680,Mountain,Cross Country Race,Aluminum,Kansas City 29ers
2012-11-12,631,2,KS,1,6390,6390,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-11-12,631,3,KS,1,3500,3500,Road,Cyclocross,Carbon,Kansas City 29ers
2012-11-12,631,4,KS,1,9060,9060,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-11-12,631,5,KS,1,1570,1570,Road,Endurance Road,Aluminum,Kansas City 29ers
2012-11-12,631,6,KS,1,2770,2770,Mountain,Trail,Aluminum,Kansas City 29ers
2012-11-12,631,7,KS,1,2660,2660,Road,Endurance Road,Carbon,Kansas City 29ers
2012-11-13,632,1,CO,1,2450,2450,Road,Cyclocross,Carbon,Denver Bike Shop
2012-11-13,632,2,CO,1,3200,3200,Mountain,Over Mountain,Carbon,Denver Bike Shop
2012-11-13,632,3,CO,1,705,705,Mountain,Sport,Aluminum,Denver Bike Shop
2012-11-13,632,4,CO,1,6390,6390,Mountain,Cross Country Race,Carbon,Denver Bike Shop
2012-11-13,632,5,CO,1,815,815,Mountain,Sport,Aluminum,Denver Bike Shop
2012-11-13,632,6,CO,2,2240,4480,Road,Endurance Road,Carbon,Denver Bike Shop
2012-11-13,632,7,CO,1,2060,2060,Mountain,Cross Country Race,Aluminum,Denver Bike Shop
2012-11-13,632,8,CO,1,1250,1250,Road,Endurance Road,Aluminum,Denver Bike Shop
2012-11-13,633,1,OK,1,2130,2130,Mountain,Trail,Aluminum,Oklahoma City Race Equipment
2012-11-13,633,2,OK,1,1960,1960,Road,Cyclocross,Carbon,Oklahoma City Race Equipment
2012-11-13,634,1,CO,1,2130,2130,Mountain,Fat Bike,Aluminum,Denver Bike Shop
2012-11-14,635,1,TX,1,480,480,Mountain,Sport,Aluminum,San Antonio Bike Shop
2012-11-14,635,2,TX,1,2660,2660,Road,Elite Road,Carbon,San Antonio Bike Shop
2012-11-15,636,1,AZ,2,2130,4260,Mountain,Trail,Aluminum,Phoenix Bi-peds
2012-11-15,637,1,NY,3,5330,15990,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers
2012-11-16,638,1,KS,1,3730,3730,Mountain,Over Mountain,Carbon,Kansas City 29ers
2012-11-16,638,2,KS,1,2660,2660,Mountain,Trail,Aluminum,Kansas City 29ers
2012-11-16,638,3,KS,1,1950,1950,Road,Elite Road,Aluminum,Kansas City 29ers
2012-11-16,638,4,KS,1,9060,9060,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-11-16,638,5,KS,1,11190,11190,Mountain,Cross Country Race,Carbon,Kansas City 29ers
2012-11-16,638,6,KS,1,1250,1250,Road,Endurance Road,Aluminum,Kansas City 29ers
2012-11-16,638,7,KS,1,7460,7460,Mountain,Trail,Carbon,Kansas City 29ers
2012-11-16,638,8,KS,1,815,815,Road,Elite Road,Aluminum,Kansas City 29ers
2012-11-16,638,9,KS,2,5330,10660,Mountain,Cross Country Race,Carbon,Kansas City 29ers
